Date,Season,Competition,Game Week,Group,Time,Match Venue,Home Team,Away Team,HTHG,HTAG,FTHG,FTAG,FTR,Remarks,Notes,HomeTeam Goals,AwayTeam Goals,HomeTeam XI,HomeTeam Reserves,AwayTeam XI,AwayTeam Reserves,HomeTeam Coach,AwayTeam Coach,Penalties
6/4/2022,2021/22,2023 NWFL Regular Season,14,B,4:00 PM,"Umuahia Township Stadium, Abia State",Abia Angels FC,Sunshine Queens FC,,,1,0,H,Completed,,,,,,,,,,
6/4/2022,2021/22,2023 NWFL Regular Season,14,B,4:00 PM,"Uniport Sports Complex, Rivers State",Rivers Angels FC,Bayelsa Queens FC,,,1,0,H,Completed,,,,,,,,,,
16/05/2022,2021/22,2022 NWFL Super 6 Tournament,1,,,,Bayelsa Queens,Rivers Angels,,,3,2,,,,,,,,,,,,
16/05/2022,2021/22,2022 NWFL Super 6 Tournament,1,,,,Delta Queens,Edo Queens,,,0,0,,,,,,,,,,,,
21/05/2022,2021/22,2022 NWFL Super 6 Tournament,1,,,,Nassarawa Amazons,Naija Ratels,,,2,0,,Possibly Postponed from 16th to 21st,,,,,,,,,,
17/05/2022,2021/22,2022 NWFL Super 6 Tournament,2,,,,Naija Ratels,Bayelsa Queens,,,0,4,,,,,,,,,,,,
17/05/2022,2021/22,2022 NWFL Super 6 Tournament,2,,,,Edo Queens,Nassarawa Amazons,,,0,1,,,,,,,,,,,,
17/05/2022,2021/22,2022 NWFL Super 6 Tournament,2,,,,Rivers Angels,Delta Queens,,,0,0,,,,,,,,,,,,
19/05/2022,2021/22,2022 NWFL Super 6 Tournament,3,,,,Nassarawa Amazons,Delta Queens,,,1,0,,,,,,,,,,,,
19/05/2022,2021/22,2022 NWFL Super 6 Tournament,3,,,,Bayelsa Queens,Edo Queens,,,2,1,,,,,,,,,,,,
19/05/2022,2021/22,2022 NWFL Super 6 Tournament,3,,,,Naija Ratels,Rivers Angels,,,0,2,,,,,,,,,,,,
20/05/2022,2021/22,2022 NWFL Super 6 Tournament,4,,,,Delta Queens,Bayelsa Queens,,,0,1,,,,,,,,,,,,
20/05/2022,2021/22,2022 NWFL Super 6 Tournament,4,,,,Rivers Angels,Nassarawa Amazons,,,2,1,,,,,,,,,,,,
20/05/2022,2021/22,2022 NWFL Super 6 Tournament,4,,,,Edo Queens,Naija Ratels,,,1,0,,,,,,,,,,,,
22/05/2022,2021/22,2022 NWFL Super 6 Tournament,5,,,,Bayelsa Queens,Nassarawa Amazons,,,2,1,,,,,,,,,,,,
22/05/2022,2021/22,2022 NWFL Super 6 Tournament,5,,,,Naija Ratels,Delta Queens,,,,,,,,,,,,,,,,
22/05/2022,2021/22,2022 NWFL Super 6 Tournament,5,,,,Edo Queens,Rivers Angels,,,,,,,,,,,,,,,,
,2020/21,2021 NWFL Regular Season,,,,,,,,,,,,NC,Adamawa Queens (Yola) & Heartland Queens (Owerri) do not enter (possible cause could be the 13-game league format used) and especially the financial implications of such format,,,,,,,,,
9/12/2020,2020/21,2021 NWFL Regular Season,1,,,,Nassarawa Amazons,FC Robo Queens,,,0,1,,Completed,,,,,,,,,,
9/12/2020,2020/21,2021 NWFL Regular Season,1,,,,Bayelsa Queens,Sunshine Queens,,,2,1,,Completed,,,,,,,,,,
9/12/2020,2020/21,2021 NWFL Regular Season,1,,,,Ibom Angels,Osun Babes,,,0,1,,Completed,,,,,,,,,,
9/12/2020,2020/21,2021 NWFL Regular Season,1,,,,Edo Queens,Royal Queens,,,4,1,,Completed,Royal Queens were formerly Olori Babes,,,,,,,,,
9/12/2020,2020/21,2021 NWFL Regular Season,1,,,,Confluence Queens,Rivers Angels,,,1,1,,Completed,,,,,,,,,,
9/12/2020,2020/21,2021 NWFL Regular Season,1,,,,Abia Angels,Pelican Stars,,,2,0,,Completed,,,,,,,,,,
9/12/2020,2020/21,2021 NWFL Regular Season,1,,,,Delta Queens,Dream Star Ladies,,,4,1,,Completed,,,,,,,,,,
16/12/2020,2020/21,2021 NWFL Regular Season,2,,,,FC Robo Queens,Osun Babes,,,3,1,,Completed,,,,,,,,,,
16/12/2020,2020/21,2021 NWFL Regular Season,2,,,,Pelican Stars,Ibom Angels,,,1,1,,Completed,,,,,,,,,,
16/12/2020,2020/21,2021 NWFL Regular Season,2,,,,Royal Queens,Abia Angels,,,1,0,,Completed,,,,,,,,,,
16/12/2020,2020/21,2021 NWFL Regular Season,2,,,,Dream Star Ladies,Edo Queens,,,0,1,,Completed,,,,,,,,,,
16/12/2020,2020/21,2021 NWFL Regular Season,2,,,,Rivers Angels,Delta Queens,,,6,2,,Completed,,,,,,,,,,
16/12/2020,2020/21,2021 NWFL Regular Season,2,,,,Sunshine Queens,Confluence Queens,,,2,0,,Completed,,,,,,,,,,
16/12/2020,2020/21,2021 NWFL Regular Season,2,,,,Nassarawa Amazons,Bayelsa Queens,,,1,2,,Completed,,,,,,,,,,
23/12/2020,2020/21,2021 NWFL Regular Season,3,,,,Edo Queens,Rivers Angels,,,1,1,,Completed,,,,,,,,,,
23/12/2020,2020/21,2021 NWFL Regular Season,3,,,,Delta Queens,Sunshine Queens,,,1,0,,Completed,,,,,,,,,,
23/12/2020,2020/21,2021 NWFL Regular Season,3,,,,Confluence Queens,Nassarawa Amazons,,,1,0,,Completed,,,,,,,,,,
24/12/2020,2020/21,2021 NWFL Regular Season,3,,,,Bayelsa Queens,FC Robo Queens,,,1,0,,Completed,,,,,,,,,,
24/12/2020,2020/21,2021 NWFL Regular Season,3,,,,Dream Star Ladies,Abia Angels,,,1,2,,Completed,,,,,,,,,,
24/12/2020,2020/21,2021 NWFL Regular Season,3,,,,Osun Babes,Pelican Stars,,,3,0,,Completed,,,,,,,,,,
24/12/2020,2020/21,2021 NWFL Regular Season,3,,,,Ibom Angels,Royal Queens,,,2,1,,Completed,,,,,,,,,,
6/1/2021,2020/21,2021 NWFL Regular Season,4,,,,Bayelsa Queens,Confluence Queens,,,2,1,,Completed,,,,,,,,,,
6/1/2021,2020/21,2021 NWFL Regular Season,4,,,,FC Robo Queens,Pelican Stars,,,5,1,,Completed,,,,,,,,,,
6/1/2021,2020/21,2021 NWFL Regular Season,4,,,,Rivers Angels,Abia Angels,,,2,0,,Completed,,,,,,,,,,
6/1/2021,2020/21,2021 NWFL Regular Season,4,,,,Sunshine Queens,Edo Queens,,,0,0,,Completed,,,,,,,,,,
6/1/2021,2020/21,2021 NWFL Regular Season,4,,,,Dream Star Ladies,Ibom Angels,,,3,2,,Completed,,,,,,,,,,
6/1/2021,2020/21,2021 NWFL Regular Season,4,,,,Royal Queens,Osun Babes,,,1,0,,Completed,,,,,,,,,,
6/1/2021,2020/21,2021 NWFL Regular Season,4,,,,Nassarawa Amazons,Delta Queens,,,1,0,,Completed,,,,,,,,,,
10/2/2021,2020/21,2021 NWFL Regular Season,5,,,,Osun Babes,Dream Star Ladies,,,1,0,,Completed,,,,,,,,,,
10/2/2021,2020/21,2021 NWFL Regular Season,5,,,,Delta Queens,Bayelsa Queens,,,1,0,,Completed,,,,,,,,,,
10/2/2021,2020/21,2021 NWFL Regular Season,5,,,,Confluence Queens,FC Robo Queens,,,1,0,,Completed,,,,,,,,,,
10/2/2021,2020/21,2021 NWFL Regular Season,5,,,,Pelican Stars,Royal Queens,,,1,1,,Completed,,,,,,,,,,
10/2/2021,2020/21,2021 NWFL Regular Season,5,,,,Abia Angels,Sunshine Queens,,,0,1,,Completed,,,,,,,,,,
10/2/2021,2020/21,2021 NWFL Regular Season,5,,,,Ibom Angels,Rivers Angels,,,0,1,,Completed,,,,,,,,,,
10/2/2021,2020/21,2021 NWFL Regular Season,5,,,,Edo Queens,Nassarawa Amazons,,,1,0,,Completed,,,,,,,,,,
17/02/2021,2020/21,2021 NWFL Regular Season,6,,,,Rivers Angels,Osun Babes,,,2,1,,Completed,,,,,,,,,,
17/02/2021,2020/21,2021 NWFL Regular Season,6,,,,Sunshine Queens,Ibom Angels,,,1,0,,Completed,,,,,,,,,,
17/02/2021,2020/21,2021 NWFL Regular Season,6,,,,Dream Star Ladies,Pelican Stars,,,0,1,,Completed,,,,,,,,,,
17/02/2021,2020/21,2021 NWFL Regular Season,6,,,,Nassarawa Amazons,Abia Angels,,,2,1,,Completed,,,,,,,,,,
17/02/2021,2020/21,2021 NWFL Regular Season,6,,,,FC Robo Queens,Royal Queens,,,3,1,,Completed,,,,,,,,,,
17/02/2021,2020/21,2021 NWFL Regular Season,6,,,,Confluence Queens,Delta Queens,,,0,0,,Completed,,,,,,,,,,
17/02/2021,2020/21,2021 NWFL Regular Season,6,,,,Bayelsa Queens,Edo Queens,,,3,2,,Completed,,,,,,,,,,
24/02/2021,2020/21,2021 NWFL Regular Season,7,,,,Royal Queens,Dream Star Ladies,,,2,0,,Completed,,,,,,,,,,
24/02/2021,2020/21,2021 NWFL Regular Season,7,,,,Ibom Angels,Nassarawa Amazons,,,0,1,,Completed,,,,,,,,,,
24/02/2021,2020/21,2021 NWFL Regular Season,7,,,,Abia Angels,Bayelsa Queens,,,1,2,,Completed,,,,,,,,,,
24/02/2021,2020/21,2021 NWFL Regular Season,7,,,,Pelican Stars,Rivers Angels,,,1,2,,Completed,,,,,,,,,,
24/02/2021,2020/21,2021 NWFL Regular Season,7,,,,Osun Babes,Sunshine Queens,,,1,0,,Completed,,,,,,,,,,
24/02/2021,2020/21,2021 NWFL Regular Season,7,,,,Delta Queens,FC Robo Queens,,,0,0,,Completed,,,,,,,,,,
24/02/2021,2020/21,2021 NWFL Regular Season,7,,,,Edo Queens,Confluence Queens,,,1,0,,Completed,,,,,,,,,,
3/3/2021,2020/21,2021 NWFL Regular Season,8,,,,FC Robo Queens,Dream Star Ladies,,,5,0,,Completed,,,,,,,,,,
3/3/2021,2020/21,2021 NWFL Regular Season,8,,,,Rivers Angels,Royal Queens,,,3,0,,Completed,,,,,,,,,,
3/3/2021,2020/21,2021 NWFL Regular Season,8,,,,Nassarawa Amazons,Osun Babes,,,2,0,,Completed,,,,,,,,,,
3/3/2021,2020/21,2021 NWFL Regular Season,8,,,,Bayelsa Queens,Ibom Angels,,,4,0,,Completed,,,,,,,,,,
3/3/2021,2020/21,2021 NWFL Regular Season,8,,,,Confluence Queens,Abia Angels,,,1,0,,Completed,,,,,,,,,,
3/3/2021,2020/21,2021 NWFL Regular Season,8,,,,Delta Queens,Edo Queens,,,1,0,,Completed,,,,,,,,,,
4/3/2021,2020/21,2021 NWFL Regular Season,8,,,,Sunshine Queens,Pelican Stars,,,4,1,,Completed,,,,,,,,,,
10/3/2021,2020/21,2021 NWFL Regular Season,9,,,,Osun Babes,Bayelsa Queens,,,1,1,,Completed,,,,,,,,,,
10/3/2021,2020/21,2021 NWFL Regular Season,9,,,,Edo Queens,FC Robo Queens,,,2,1,,Completed,,,,,,,,,,
10/3/2021,2020/21,2021 NWFL Regular Season,9,,,,Abia Angels,Delta Queens,,,0,0,,Completed,,,,,,,,,,
10/3/2021,2020/21,2021 NWFL Regular Season,9,,,,Ibom Angels,Confluence Queens,,,0,1,,Completed,,,,,,,,,,
10/3/2021,2020/21,2021 NWFL Regular Season,9,,,,Pelican Stars,Nassarawa Amazons,,,1,1,,Completed,,,,,,,,,,
10/3/2021,2020/21,2021 NWFL Regular Season,9,,,,Royal Queens,Sunshine Queens,,,1,0,,Completed,,,,,,,,,,
11/3/2021,2020/21,2021 NWFL Regular Season,9,,,,Dream Star Ladies,Rivers Angels,,,1,1,,Completed,,,,,,,,,,
17/03/2021,2020/21,2021 NWFL Regular Season,10,,,,FC Robo Queens,Rivers Angels,,,2,1,,Completed,,,,,,,,,,
17/03/2021,2020/21,2021 NWFL Regular Season,10,,,,Sunshine Queens,Dream Star Ladies,,,2,0,,Completed,,,,,,,,,,
17/03/2021,2020/21,2021 NWFL Regular Season,10,,,,Bayelsa Queens,Pelican Stars,,,1,0,,Completed,,,,,,,,,,
17/03/2021,2020/21,2021 NWFL Regular Season,10,,,,Delta Queens,Ibom Angels,,,2,0,,,[also reported 1-0],,,,,,,,,
17/03/2021,2020/21,2021 NWFL Regular Season,10,,,,Confluence Queens,Osun Babes,,,0,0,,Completed,,,,,,,,,,
17/03/2021,2020/21,2021 NWFL Regular Season,10,,,,Nassarawa Amazons,Royal Queens,,,1,0,,Completed,,,,,,,,,,
17/03/2021,2020/21,2021 NWFL Regular Season,10,,,,Edo Queens,Abia Angels,,,3,1,,Completed,,,,,,,,,,
24/03/2021,2020/21,2021 NWFL Regular Season,11,,,,Rivers Angels,Sunshine Queens,,,0,0,,Completed,,,,,,,,,,
24/03/2021,2020/21,2021 NWFL Regular Season,11,,,,Royal Queens,Bayelsa Queens,,,1,3,,Completed,,,,,,,,,,
24/03/2021,2020/21,2021 NWFL Regular Season,11,,,,Ibom Angels,Edo Queens,,,1,0,,Completed,,,,,,,,,,
24/03/2021,2020/21,2021 NWFL Regular Season,11,,,,Pelican Stars,Confluence Queens,,,1,0,,Completed,,,,,,,,,,
24/03/2021,2020/21,2021 NWFL Regular Season,11,,,,Dream Star Ladies,Nassarawa Amazons,,,0,0,,Completed,,,,,,,,,,
24/03/2021,2020/21,2021 NWFL Regular Season,11,,,,Abia Angels,FC Robo Queens,,,1,1,,Completed,,,,,,,,,,
24/03/2021,2020/21,2021 NWFL Regular Season,11,,,,Osun Babes,Delta Queens,,,0,1,,Completed,,,,,,,,,,
31/03/2021,2020/21,2021 NWFL Regular Season,12,,,,Bayelsa Queens,Dream Star Ladies,,,3,1,,Completed,,,,,,,,,,
31/03/2021,2020/21,2021 NWFL Regular Season,12,,,,FC Robo Queens,Sunshine Queens,,,1,0,,Completed,,,,,,,,,,
31/03/2021,2020/21,2021 NWFL Regular Season,12,,,,Nassarawa Amazons,Rivers Angels,,,1,2,,Completed,,,,,,,,,,
31/03/2021,2020/21,2021 NWFL Regular Season,12,,,,Confluence Queens,Royal Queens,,,2,1,,Completed,,,,,,,,,,
31/03/2021,2020/21,2021 NWFL Regular Season,12,,,,Abia Angels,Ibom Angels,,,1,0,,Completed,,,,,,,,,,
31/03/2021,2020/21,2021 NWFL Regular Season,12,,,,Delta Queens,Pelican Stars,,,1,0,,Completed,,,,,,,,,,
31/03/2021,2020/21,2021 NWFL Regular Season,12,,,,Edo Queens,Osun Babes,,,0,0,,Completed,,,,,,,,,,
7/4/2021,2020/21,2021 NWFL Regular Season,13,,,,Rivers Angels,Bayelsa Queens,,,1,0,,Completed,,,,,,,,,,
7/4/2021,2020/21,2021 NWFL Regular Season,13,,,,Ibom Angels,FC Robo Queens,,,3,1,,Completed,,,,,,,,,,
7/4/2021,2020/21,2021 NWFL Regular Season,13,,,,Osun Babes,Abia Angels,,,2,0,,Completed,,,,,,,,,,
7/4/2021,2020/21,2021 NWFL Regular Season,13,,,,Pelican Stars,Edo Queens,,,2,1,,Completed,,,,,,,,,,
7/4/2021,2020/21,2021 NWFL Regular Season,13,,,,Royal Queens,Delta Queens,,,0,1,,Completed,,,,,,,,,,
7/4/2021,2020/21,2021 NWFL Regular Season,13,,,,Dream Star Ladies,Confluence Queens,,,1,1,,Completed,,,,,,,,,,
7/4/2021,2020/21,2021 NWFL Regular Season,13,,,,Sunshine Queens,Nassarawa Amazons,,,3,0,,Completed,,,,,,,,,,
19/04/2021,2020/21,2021 NWFL Super 6 Tournament,1,,,"Dipo Dina international stadium, Ijebu-Ode",Edo Queens,Delta Queens,,,1,2,,Completed,,,,,,,,,,
19/04/2021,2020/21,2021 NWFL Super 6 Tournament,1,,,"Dipo Dina international stadium, Ijebu-Ode",Bayelsa Queens,Sunshine Queens,,,1,1,,Completed,,,,,,,,,,
19/04/2021,2020/21,2021 NWFL Super 6 Tournament,1,,,"Dipo Dina international stadium, Ijebu-Ode",Rivers Angels,FC Robo Queens,,,0,0,,Completed,,,,,,,,,,
20/04/2021,2020/21,2021 NWFL Super 6 Tournament,2,,,"Dipo Dina international stadium, Ijebu-Ode",Sunshine Queens,Edo Queens,,,2,1,,Completed,,,,,,,,,,
20/04/2021,2020/21,2021 NWFL Super 6 Tournament,2,,,"Dipo Dina international stadium, Ijebu-Ode",FC Robo Queens,Bayelsa Queens,,,2,0,,Completed,,,,,,,,,,
20/04/2021,2020/21,2021 NWFL Super 6 Tournament,2,,,"Dipo Dina international stadium, Ijebu-Ode",Delta Queens,Rivers Angels,,,0,0,,Completed,,,,,,,,,,
22/04/2021,2020/21,2021 NWFL Super 6 Tournament,3,,,"Dipo Dina international stadium, Ijebu-Ode",Edo Queens,FC Robo Queens,,,0,4,,Completed,,,,,,,,,,
22/04/2021,2020/21,2021 NWFL Super 6 Tournament,3,,,"Dipo Dina international stadium, Ijebu-Ode",Bayelsa Queens,Rivers Angels,,,0,4,,Completed,,,,,,,,,,
22/04/2021,2020/21,2021 NWFL Super 6 Tournament,3,,,"Dipo Dina international stadium, Ijebu-Ode",Sunshine Queens,Delta Queens,,,0,2,,Completed,,,,,,,,,,
23/04/2021,2020/21,2021 NWFL Super 6 Tournament,4,,,"Dipo Dina international stadium, Ijebu-Ode",Rivers Angels,Edo Queens,,,4,0,,Completed,,,,,,,,,,
23/04/2021,2020/21,2021 NWFL Super 6 Tournament,4,,,"Dipo Dina international stadium, Ijebu-Ode",Delta Queens,Bayelsa Queens,,,0,0,,Completed,,,,,,,,,,
23/04/2021,2020/21,2021 NWFL Super 6 Tournament,4,,,"Dipo Dina international stadium, Ijebu-Ode",FC Robo Queens,Sunshine Queens,,,0,1,,Completed,,,,,,,,,,
25/04/2021,2020/21,2021 NWFL Super 6 Tournament,5,,,"Dipo Dina international stadium, Ijebu-Ode",Edo Queens,Bayelsa Queens,,,0,3,,Completed,,,,,,,,,,
25/04/2021,2020/21,2021 NWFL Super 6 Tournament,5,,,"Dipo Dina international stadium, Ijebu-Ode",Sunshine Queens,Rivers Angels,,,0,4,,Completed,Rivers Angels emerged 2020/21 Champions,,,,,,,,,
25/04/2021,2020/21,2021 NWFL Super 6 Tournament,5,,,"Dipo Dina international stadium, Ijebu-Ode",FC Robo Queens,Delta Queens,,,1,1,,Completed,,,,,,,,,,
8/12/2021,2020/21,2021 NWFL Relegation Playoff,1,,,Benin City,Abia Angels,Pelican Stars,,,1,1,,Completed,,,,,,,,,,
8/12/2021,2020/21,2021 NWFL Relegation Playoff,1,,,Benin City,Dream Star Ladies,Ibom Angels,,,2,2,,Completed,,,,,,,,,,
9/12/2021,2020/21,2021 NWFL Relegation Playoff,2,,,Benin City,Ibom Angels,Abia Angels,,,0,1,,Completed,,,,,,,,,,
9/12/2021,2020/21,2021 NWFL Relegation Playoff,2,,,Benin City,Pelican Stars,Dream Star Ladies,,,1,0,,Completed,,,,,,,,,,
11/12/2021,2020/21,2021 NWFL Relegation Playoff,3,,,Benin City,Abia Angels,Dream Star Ladies,,,2,3,,Completed,Dream Star Ladies Relegated,,,,,,,,,
11/12/2021,2020/21,2021 NWFL Relegation Playoff,3,,,Benin City,Ibom Angels,Pelican Stars,,,0,0,,Completed,Ibom Angels Relegated,,,,,,,,,
24/07/2019,2019,2019 NWFL Regular Season,1,,,,Dream Star Ladies,Edo Queens,,,0,1,,Completed,,,,,,,,,,
24/07/2020,2019,2019 NWFL Regular Season,1,,,,Osun Babes,Delta Queens,,,0,0,,Completed,,,,,,,,,,
24/07/2021,2019,2019 NWFL Regular Season,1,,,,Bayelsa Queens,Kaduna Queens,,,3,0,,Completed,Kaduna Queens reportedly bought the slot of Jokodolu Babes,,,,,,,,,
24/07/2022,2019,2019 NWFL Regular Season,1,,,,Confluence Queens,Ibom Angels,,,2,0,,Completed,,,,,,,,,,
24/07/2023,2019,2019 NWFL Regular Season,1,,,,Abia Angels,Invincible Angels,,,2,1,,Completed,,,,,,,,,,
24/07/2024,2019,2019 NWFL Regular Season,1,,,,Rivers Angels,FC Robo Queens,,,1,0,,Completed,,,,,,,,,,
24/07/2025,2019,2019 NWFL Regular Season,1,,,,Sunshine Queens,Nassarawa Amazons,,,0,0,,Completed,,,,,,,,,,
24/07/2026,2019,2019 NWFL Regular Season,1,,,,Heartland Queens,Adamawa Queens,,,0,0,,Completed,,,,,,,,,,
31/07/2019,2019,2019 NWFL Regular Season,2,,,,FC Robo Queens,Osun Babes,,,1,0,,Completed,,,,,,,,,,
31/07/2019,2019,2019 NWFL Regular Season,2,,,,Adamawa Queens,Dream Star Ladies,,,1,0,,Completed,,,,,,,,,,
31/07/2019,2019,2019 NWFL Regular Season,2,,,,Edo Queens,Heartland Queens,,,2,1,,Completed,,,,,,,,,,
31/07/2019,2019,2019 NWFL Regular Season,2,,,,Kaduna Queens,Sunshine Queens,,,1,2,,Completed,,,,,,,,,,
31/07/2019,2019,2019 NWFL Regular Season,2,,,,Invincible Angels,Confluence Queens,,,1,1,,Completed,,,,,,,,,,
31/07/2019,2019,2019 NWFL Regular Season,2,,,,Ibom Angels,Abia Angels,,,2,0,,Completed,,,,,,,,,,
1/8/2019,2019,2019 NWFL Regular Season,2,,,,Nassarawa Amazons,Bayelsa Queens,,,1,2,,Completed,,,,,,,,,,
1/8/2019,2019,2019 NWFL Regular Season,2,,,,Delta Queens,Rivers Angels,,,1,0,,Completed,,,,,,,,,,
7/8/2019,2019,2019 NWFL Regular Season,3,,,,Rivers Angels,Osun Babes,,,2,1,,Completed,,,,,,,,,,
7/8/2019,2019,2019 NWFL Regular Season,3,,,,Delta Queens,FC Robo Queens,,,1,1,,Completed,,,,,,,,,,
7/8/2019,2019,2019 NWFL Regular Season,3,,,,Dream Star Ladies,Heartland Queens,,,4,0,,Completed,,,,,,,,,,
7/8/2019,2019,2019 NWFL Regular Season,3,,,,Adamawa Queens,Edo Queens,,,1,0,,Completed,,,,,,,,,,
7/8/2019,2019,2019 NWFL Regular Season,3,,,,Bayelsa Queens,Sunshine Queens,,,1,0,,Completed,,,,,,,,,,
7/8/2019,2019,2019 NWFL Regular Season,3,,,,Nassarawa Amazons,Kaduna Queens,,,5,0,,Completed,,,,,,,,,,
7/8/2019,2019,2019 NWFL Regular Season,3,,,,Confluence Queens,Abia Angels,,,2,0,,Completed,,,,,,,,,,
7/8/2019,2019,2019 NWFL Regular Season,3,,,,Invincible Angels,Ibom Angels,,,2,1,,Completed,,,,,,,,,,
28/08/2019,2019,2019 NWFL Regular Season,4,,,,Osun Babes,Rivers Angels,,,0,1,,Completed,,,,,,,,,,
28/08/2019,2019,2019 NWFL Regular Season,4,,,,FC Robo Queens,Delta Queens,,,1,0,,Completed,,,,,,,,,,
28/08/2019,2019,2019 NWFL Regular Season,4,,,,Heartland Queens,Dream Star Ladies,,,2,0,,Completed,,,,,,,,,,
28/08/2019,2019,2019 NWFL Regular Season,4,,,,Edo Queens,Adamawa Queens,,,0,0,,Completed,,,,,,,,,,
28/08/2019,2019,2019 NWFL Regular Season,4,,,,Sunshine Queens,Bayelsa Queens,,,1,0,,Completed,,,,,,,,,,
28/08/2019,2019,2019 NWFL Regular Season,4,,,,Kaduna Queens,Nassarawa Amazons,,,2,0,,Completed,,,,,,,,,,
28/08/2019,2019,2019 NWFL Regular Season,4,,,,Abia Angels,Confluence Queens,,,1,1,,Completed,,,,,,,,,,
28/08/2019,2019,2019 NWFL Regular Season,4,,,,Ibom Angels,Invincible Angels,,,2,0,,Completed,,,,,,,,,,
4/9/2019,2019,2019 NWFL Regular Season,5,,,,Edo Queens,Dream Star Ladies,,,2,0,,Completed,,,,,,,,,,
4/9/2019,2019,2019 NWFL Regular Season,5,,,,Invincible Angels,Abia Angels,,,0,1,,Completed,,,,,,,,,,
4/9/2019,2019,2019 NWFL Regular Season,5,,,,Ibom Angels,Confluence Queens,,,2,0,,Completed,,,,,,,,,,
4/9/2019,2019,2019 NWFL Regular Season,5,,,,Adamawa Queens,Heartland Queens,,,1,0,,Completed,,,,,,,,,,
4/9/2019,2019,2019 NWFL Regular Season,5,,,,Delta Queens,Osun Babes,,,3,1,,Completed,,,,,,,,,,
4/9/2019,2019,2019 NWFL Regular Season,5,,,,Kaduna Queens,Bayelsa Queens,,,1,1,,Completed,,,,,,,,,,
4/9/2019,2019,2019 NWFL Regular Season,5,,,,FC Robo Queens,Rivers Angels,,,1,1,,Completed,,,,,,,,,,
12/9/2019,2019,2019 NWFL Regular Season,5,,,,Nassarawa Amazons,Sunshine Queens,,,2,2,,Completed,,,,,,,,,,
15/09/2019,2019,2019 NWFL Regular Season,6,,,,Rivers Angels,Delta Queens,,,1,0,,Completed,,,,,,,,,,
15/09/2019,2019,2019 NWFL Regular Season,6,,,,Osun Babes,FC Robo Queens,,,2,4,,Completed,,,,,,,,,,
15/09/2019,2019,2019 NWFL Regular Season,6,,,,Dream Star Ladies,Adamawa Queens,,,1,1,,Completed,,,,,,,,,,
15/09/2019,2019,2019 NWFL Regular Season,6,,,,Heartland Queens,Edo Queens,,,3,2,,Completed,,,,,,,,,,
15/09/2019,2019,2019 NWFL Regular Season,6,,,,Bayelsa Queens,Nassarawa Amazons,,,2,2,,Completed,,,,,,,,,,
15/09/2019,2019,2019 NWFL Regular Season,6,,,,Sunshine Queens,Kaduna Queens,,,2,0,,Completed,,,,,,,,,,
15/09/2019,2019,2019 NWFL Regular Season,6,,,,Confluence Queens,Invincible Angels,,,4,1,,Completed,,,,,,,,,,
15/09/2019,2019,2019 NWFL Regular Season,6,,,,Abia Angels,Ibom Angels,,,1,0,,Completed,,,,,,,,,,
1/11/2019,2019,2019 NWFL Super 4 Tournament,1,Semi-finals,,"Agege stadium, Lagos",Adamawa Queens,Confluence Queens,,,0,2,,Completed,,,,,,,,,,
1/11/2019,2019,2019 NWFL Super 4 Tournament,1,Semi-finals,,"Agege stadium, Lagos",Bayelsa Queens,Rivers Angels,,,0,0,,Completed,,,,,,,,,,
3/11/2019,2019,2019 NWFL Super 4 Tournament,2,Third Place,,"Agege stadium, Lagos",Adamawa Queens,Bayelsa Queens,,,,,,INSUFF,Cannot ascertain winner (data loss),,,,,,,,,
3/11/2019,2019,2019 NWFL Super 4 Tournament,2,Final,,"Agege stadium, Lagos",Confluence Queens,Rivers Angels,,,0,1,,Completed,,,Cecilia Nku(2[PEN]),,,,,,,
2/10/2019,2019,2019 NWFL Relegation Playoff,1,,,Abuja,Osun Babes,Kaduna Queens,,,1,1,,Completed,Kaduna Queens relegated,,,,,,,,,Osun Babes win 4-3 on penalties
2/10/2019,2019,2019 NWFL Relegation Playoff,1,,,Abuja,Dream Star Ladies,Invincible Angels,,,1,1,,Completed,Invincible Angels relegated,,,,,,,,,Dream Star Ladies win 4-3 on penalties
11/4/2018,2018/19,2018 NWFL Regular Season,1,A,,,Edo Queens,Ibom Angels,,,0,0,,Completed,,,,,,,,,,
11/4/2018,2018/19,2018 NWFL Regular Season,1,A,,,Confluence Queens,Bayelsa Queens,,,0,2,,Completed,,,,,,,,,,
11/4/2018,2018/19,2018 NWFL Regular Season,1,A,,,Delta Queens,Rivers Angels,,,0,0,,Completed,,,,,,,,,,
12/4/2018,2018/19,2018 NWFL Regular Season,1,A,,,Sure Babes,Heartland Queens,,,1,0,,Completed,,,,,,,,,,
7/4/2018,2018/19,2018 NWFL Regular Season,1,B,,,FC Robo Queens,Nassarawa Amazons,,,0,0,,Completed,,,,,,,,,,
11/4/2018,2018/19,2018 NWFL Regular Season,1,B,,,Jokodolu Queens,Adamawa Queens,,,0,0,,Completed,,,,,,,,,,
11/4/2018,2018/19,2018 NWFL Regular Season,1,B,,,Pelican Stars,Osun Babes,,,1,1,,Completed,,,,,,,,,,
11/4/2018,2018/19,2018 NWFL Regular Season,1,B,,,Sunshine Queens,Abia Angels,,,4,1,,Completed,,,,,,,,,,
18/04/2018,2018/19,2018 NWFL Regular Season,2,A,,,Bayelsa Queens,Edo Queens,,,2,1,,Completed,,,,,,,,,,
